station_code,total_schedule_rows,unique_trains_serving_station,outbound_routes,inbound_routes,route_connectivity,code,name,State,District,pc11_state_id,pc11_district_id,shrug_population,shrug_households,shrug_area,shrug_population_density,shrug_rail_dist,shrug_city_dist,shrug_city5_dist
AKU,29,29,0.0,0.0,0.0,AKU,ANGALAKUDURU,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0
AKV,214,214,0.0,0.0,0.0,AKV,ANKLESHWAR JN,Gujarat,Bharuch,24.0,488.0,524959.0,116185.0,169.79000000000002,3091.8134165734136,0.0,1.0,35.0
AKVD,28,28,0.0,0.0,0.0,AKVD,AKIVIDU,Andhra Pradesh,West Godavari,28.0,546.0,808777.0,214318.0,155.39,5204.820129995495,0.0,0.0,60.0
AKW,12,12,0.0,0.0,0.0,AKW,Akora,Uttar Pradesh,Hamirpur,9.0,168.0,209848.0,38163.0,31.38,6687.316762268962,0.0,40.0,65.0
AKY,74,74,0.0,0.0,0.0,AKY,AKKURTI,Andhra Pradesh,Chittoor,28.0,554.0,1226899.0,301526.0,318.61999999999995,3850.665369405562,0.0,0.0,40.0
AKZ,8,8,0.0,0.0,0.0,AKZ,Akashi,Jharkhand,Lohardaga,20.0,356.0,57411.0,11102.0,35.2,1630.994318181818,5.0,75.0,75.0
AL,23,23,0.0,0.0,0.0,AL,ATTILI,Andhra Pradesh,West Godavari,28.0,546.0,808777.0,214318.0,155.39,5204.820129995495,0.0,0.0,60.0
ALAI,33,33,0.0,0.0,0.0,ALAI,ALAI,Rajasthan,Nagaur,8.0,112.0,637204.0,102073.0,414.63,1536.8014856619154,0.0,20.0,90.0
ALAL,2,2,0.0,0.0,0.0,ALAL,ALAL,Punjab,Sangrur,3.0,53.0,515965.0,101006.0,159.25,3239.9686028257456,0.0,22.0,26.0
ALB,52,52,0.0,0.0,0.0,ALB,ALIA BADA,Gujarat,Jamnagar,24.0,477.0,971065.0,200638.0,439.65,2208.7228477197773,0.0,27.0,46.0
ALD,242,242,21.0,21.0,42.0,ALD,ALLAHABAD JN,Uttar Pradesh,Allahabad,,,,,,,,,
ALER,97,97,0.0,0.0,0.0,ALER,ALER,Andhra Pradesh,Nalgonda,28.0,539.0,662507.0,159645.0,379.33,1746.5188622044132,0.0,0.0,25.0
ALGP,2,2,0.0,0.0,0.0,ALGP,Algapur,Assam,Hailakandi,18.0,318.0,48140.0,10259.0,10.53,4571.699905033239,0.0,30.0,336.0
ALJ,14,14,0.0,0.0,0.0,ALJ,ALAI,Uttar Pradesh,Moradabad,9.0,135.0,1573623.0,273407.0,148.33,10608.932785006404,0.0,7.0,0.0
ALJN,142,142,3.0,3.0,6.0,ALJN,ALIGARH JN,Uttar Pradesh,Aligarh,9.0,143.0,1217191.0,204337.0,603.08,2018.291105657624,0.0,3.0,3.0
ALK,36,36,0.0,0.0,0.0,ALK,ALAKKUDI,Tamil Nadu,Thanjavur,33.0,620.0,851359.0,214161.0,366.46,2323.197620476996,0.0,0.0,32.0
ALL,23,23,0.0,0.0,0.0,ALL,ALAL,Punjab,Sangrur,3.0,53.0,515965.0,101006.0,159.25,3239.9686028257456,0.0,22.0,26.0
ALLP,57,57,8.0,8.0,16.0,,,,,,,,,,,,,
ALM,115,115,0.0,0.0,0.0,ALM,ALAMANDA,Andhra Pradesh,Vizianagaram,28.0,543.0,490911.0,123623.0,149.82000000000002,3276.672006407689,0.0,0.0,36.0
ALMR,21,21,0.0,0.0,0.0,ALMR,ALAMPUR,Gujarat,Bhavnagar,24.0,481.0,1182401.0,236235.0,408.54,2894.2110931610123,0.0,7.0,7.0
ALMW,38,38,0.0,0.0,0.0,ALMW,ALMAW,Uttar Pradesh,Sant Ravi Das Nagar(bhadohi),,,,,,,,,
ALN,44,44,0.0,0.0,0.0,ALN,ALANDI,Maharashtra,Pune,27.0,521.0,5751182.0,1371531.0,843.3100000000001,6819.772088555809,0.0,4.0,4.0
ALNI,100,100,0.0,0.0,0.0,ALNI,ALNIYA,Rajasthan,Kota,8.0,127.0,1176604.0,245150.0,643.84,1827.4788767395623,0.0,15.0,15.0
ALNP,19,19,0.0,0.0,0.0,ALNP,Akelahanspur Halt,Uttar Pradesh,Shahjahanpur,9.0,152.0,594092.0,102444.0,81.07,7328.136178611077,0.0,1.5,8.0
ALP,20,20,0.0,0.0,0.0,ALP,ALAPAKAM,Tamil Nadu,Cuddalore,33.0,617.0,885189.0,212105.0,459.32,1927.1727771488288,0.0,0.0,102.0
ALPR,38,38,0.0,0.0,0.0,ALPR,ALAMPUR ROAD,Andhra Pradesh,Mahbubnagar,28.0,538.0,607692.0,126345.0,275.98,2201.9421697224434,0.0,0.0,47.0
ALS,11,11,0.0,0.0,0.0,ALS,Amlori Sarsar,Bihar,Siwan,10.0,218.0,182913.0,28606.0,26.88,6804.799107142858,0.0,22.0,125.0
ALU,44,44,0.0,0.0,0.0,ALU,ARIYALUR,Tamil Nadu,Ariyalur,33.0,616.0,83794.0,21187.0,53.31,1571.825173513412,0.0,30.0,70.0
ALUR,4,4,0.0,0.0,0.0,ALUR,Alur Halt,Karnataka,Hassan,29.0,574.0,376763.0,91819.0,81.2227,4638.641660521012,0.0,0.0,78.0
ALV,4,4,0.0,0.0,0.0,ALV,Anklav,Gujarat,Anand,24.0,482.0,634987.0,129947.0,299.98999999999995,2116.693889796327,0.0,3.0,25.0
ALW,40,40,0.0,0.0,0.0,ALW,ALWAL,Andhra Pradesh,Rangareddy,28.0,537.0,1043520.0,240948.0,1034.24,1008.9727722772276,0.0,4.0,4.0
ALY,38,38,4.0,4.0,8.0,ALY,ALLAHABAD CITY,Uttar Pradesh,Allahabad,,,,,,,,,
AMA,15,15,0.0,0.0,0.0,AMA,ATAMANDA,Uttar Pradesh,Bareilly,9.0,150.0,1568409.0,275745.0,276.07000000000005,5681.200420183286,0.0,2.0,3.0
AMB,32,32,0.0,0.0,0.0,AMB,AMBODALA,Odisha,Rayagada,21.0,396.0,146966.0,34576.0,57.86,2540.02765295541,0.0,163.0,260.0
AMBR,16,16,0.0,0.0,0.0,AMBR,Ambika Rohina,Maharashtra,Latur,27.0,524.0,624980.0,118163.0,84.38,7406.731452950937,0.0,6.0,98.0
AMC,8,8,0.0,0.0,0.0,AMC,Amritapura,Karnataka,Chitradurga,29.0,566.0,329533.0,73334.0,137.97,2388.439515836776,0.0,2.0,164.0
AMDI,1,1,0.0,0.0,0.0,AMDI,Amdi Halt,Maharashtra,Nagpur,27.0,505.0,3178759.0,701547.0,482.95,6581.962936121752,0.0,8.0,8.0
AME,48,48,0.0,0.0,0.0,AME,AMETHI,Uttar Pradesh,Sultanpur,9.0,179.0,199916.0,33077.0,39.083,5115.165161323338,0.0,1.0,80.0
AMG,148,148,0.0,0.0,0.0,AMG,ALAMNAGAR,Uttar Pradesh,Lucknow,9.0,157.0,3038996.0,577510.0,470.707,6456.237107160081,0.0,10.0,10.0
AMGA,22,22,0.0,0.0,0.0,AMGA,AMJONGA,Assam,Goalpara,18.0,302.0,138062.0,28451.0,64.45,2142.156710628394,0.0,115.0,115.0
AMH,26,26,2.0,2.0,4.0,AMH,AZAMGARH,Uttar Pradesh,Azamgarh,9.0,191.0,393401.0,53644.0,86.766,4534.045593896226,0.0,5.0,55.0
AMI,27,27,13.0,14.0,27.0,AMI,Amravati,Maharashtra,Amravati,27.0,503.0,1037287.0,217169.0,242.36,4279.943059910876,0.0,30.0,30.0
AMIN,94,94,0.0,0.0,0.0,AMIN,AMIN,Haryana,Karnal,6.0,74.0,454810.0,93490.0,68.95,6596.2291515591005,0.0,10.0,102.0
AMJ,20,20,0.0,0.0,0.0,,,,,,,,,,,,,
AML,189,189,0.0,0.0,0.0,AML,AMALSAD,Gujarat,Navsari,24.0,490.0,409137.0,91834.0,72.75,5623.876288659794,0.0,2.0,29.0
AMLA,140,140,4.0,4.0,8.0,AMLA,AMLA JN,Madhya Pradesh,Betul,23.0,447.0,309151.0,67953.0,101.83,3035.952076991064,0.0,0.0,110.0
AMLI,114,114,0.0,0.0,0.0,AMLI,AMLI,Rajasthan,Tonk,8.0,120.0,317723.0,54744.0,225.79,1407.1615217680146,0.0,29.0,69.0
AMLO,12,12,0.0,0.0,0.0,AMLO,AMLO,Jharkhand,Bokaro,20.0,355.0,983644.0,188770.0,436.79,2251.983790837702,0.0,3.0,23.0
AMLP,6,6,0.0,0.0,0.0,AMLP,Amalpur,Gujarat,Vadodara,24.0,486.0,2065771.0,459506.0,424.6199999999999,4864.987518251614,0.0,9.0,5.0
AMLR,12,12,0.0,0.0,0.0,AMLR,AMALA NAGAR,Kerala,Thrissur,32.0,594.0,2096406.0,508333.0,1161.17,1805.4255621485224,0.0,0.0,30.0
AMLX,9,9,0.0,0.0,0.0,,,,,,,,,,,,,
AMM,6,6,0.0,0.0,0.0,AMM,Atirampattinam,Tamil Nadu,Thanjavur,33.0,620.0,851359.0,214161.0,366.46,2323.197620476996,0.0,0.0,32.0
AMNR,6,6,0.0,0.0,0.0,,,,,,,,,,,,,
AMO,6,6,0.0,0.0,0.0,AMO,Amolwa,Bihar,Pashchim Champaran,10.0,203.0,393165.0,73107.0,94.4,4164.883474576271,0.0,0.0,217.0
AMOD,1,1,0.0,0.0,0.0,AMOD,Amod,Gujarat,Bharuch,24.0,488.0,524959.0,116185.0,169.79000000000002,3091.8134165734136,0.0,1.0,35.0
AMP,77,77,0.0,0.0,0.0,AMP,AHMADPUR JN,West Bengal,Birbhum,19.0,334.0,449448.0,102423.0,120.8,3720.5960264900655,0.0,5.0,47.0
AMPA,44,44,0.0,0.0,0.0,AMPA,AMBALAPUZHA,Kerala,Alappuzha,32.0,598.0,1148146.0,287342.0,550.11,2087.1207576666484,0.0,0.0,42.0
AMPL,16,16,0.0,0.0,0.0,AMPL,AMMAPALLI HALT,Bihar,Bhagalpur,10.0,224.0,602532.0,106303.0,69.10000000000001,8719.71056439942,0.0,5.0,125.0
AMPR,19,19,0.0,0.0,0.0,AMPR,AMARPURA RATHAN,Rajasthan,Hanumangarh,8.0,100.0,350464.0,67830.0,73.74,4752.698671006238,0.0,25.0,203.0
AMQ,40,40,0.0,0.0,0.0,AMQ,AMMUGUDA,Andhra Pradesh,Rangareddy,28.0,537.0,1043520.0,240948.0,1034.24,1008.9727722772276,0.0,4.0,4.0
AMRI,5,5,0.0,0.0,0.0,AMRI,ANAJ MANDI,Haryana,Rewari,6.0,85.0,233430.0,47744.0,64.89,3597.318539066112,0.0,2.0,33.0
AMRO,104,104,0.0,0.0,0.0,AMRO,AMROHA,Uttar Pradesh,Jyotiba Phule Nagar,9.0,137.0,458713.0,78984.0,59.493,7710.369287143025,0.0,7.0,28.0
AMS,115,115,0.0,0.0,0.0,AMS,AMAUSI,Uttar Pradesh,Lucknow,9.0,157.0,3038996.0,577510.0,470.707,6456.237107160081,0.0,10.0,10.0
AMSA,52,52,0.0,0.0,0.0,AMSA,AMMASANDRA,Karnataka,Tumkur,29.0,571.0,599078.0,142560.0,128.14,4675.183393163728,0.0,0.0,70.0
AMT,14,14,0.0,0.0,0.0,AMT,AMMAPET,Tamil Nadu,Thanjavur,33.0,620.0,851359.0,214161.0,366.46,2323.197620476996,0.0,0.0,32.0
AMV,3,3,0.0,0.0,0.0,AMV,LUCKNOW ALAMBAGH,Uttar Pradesh,Lucknow,9.0,157.0,3038996.0,577510.0,470.707,6456.237107160081,0.0,10.0,10.0
AMVA,36,36,0.0,0.0,0.0,AMVA,AMARAVILA HALT,Kerala,Thiruvananthapuram,32.0,601.0,1771596.0,446914.0,577.46,3067.911197312368,0.0,0.0,0.0
AMW,14,14,0.0,0.0,0.0,AMW,AMAN VADI,Maharashtra,Washim,27.0,502.0,211413.0,41061.0,80.09,2639.6928455487578,0.0,64.0,70.0
AMX,8,8,0.0,0.0,0.0,AMX,Amlakhurd,Madhya Pradesh,Burhanpur,23.0,467.0,260287.0,48499.0,81.18,3206.2946538556293,0.0,0.0,40.0
AMY,104,104,0.0,0.0,0.0,AMY,AKATHUMURI,Kerala,Thiruvananthapuram,32.0,601.0,1771596.0,446914.0,577.46,3067.911197312368,0.0,0.0,0.0
AN,45,45,0.0,0.0,0.0,AN,AMALNER,Maharashtra,Jalgaon,27.0,499.0,1342711.0,279073.0,347.8500000000001,3860.028748023573,0.0,3.0,90.0
ANA,43,43,0.0,0.0,0.0,ANA,ASLANA,Madhya Pradesh,Damoh,23.0,428.0,250551.0,51680.0,150.49,1664.9013223469997,0.0,0.0,80.0
ANAH,139,139,0.0,0.0,0.0,ANAH,AUNTA HALT,Bihar,Patna,10.0,230.0,2514590.0,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0
ANAS,100,100,0.0,0.0,0.0,ANAS,ANAS,Gujarat,Dohad,24.0,485.0,191625.0,35570.0,49.96,3835.568454763811,0.0,30.0,125.0
ANB,180,180,0.0,0.0,0.0,ANB,AMMANABROLU,Andhra Pradesh,Prakasam,28.0,549.0,657420.0,166767.0,268.63,2447.3067043889364,0.0,0.0,66.0
ANC,4,4,0.0,0.0,0.0,ANC,Annechakanahali,Karnataka,Hassan,29.0,574.0,376763.0,91819.0,81.2227,4638.641660521012,0.0,0.0,78.0
ANCR,48,48,0.0,0.0,0.0,ANCR,ANCHURI,West Bengal,Bankura,19.0,339.0,299773.0,65743.0,84.12899999999999,3563.2540503274736,0.0,12.0,12.0
AND,4,4,0.0,0.0,0.0,AND,ANDAMPALIAM,Tamil Nadu,Tiruvannamalai,33.0,606.0,494945.0,116147.0,174.32,2839.2898118402936,0.0,0.0,81.0
ANDI,95,95,1.0,1.0,2.0,ANDI,ADARSH NAGAR DELHI,NCT of Delhi,North West,,,,,,,,,
ANDN,21,21,5.0,5.0,10.0,ANDN,Anand Nagar,Uttar Pradesh,Maharajganj,,,,,,,,,
ANE,28,28,0.0,0.0,0.0,ANE,ANANTARAJUPET,Andhra Pradesh,Y.s.r.,,,,,,,,,
ANF,2,2,0.0,0.0,0.0,ANF,Anandapuram,Karnataka,Shimoga,29.0,568.0,623727.0,147360.0,237.92,2621.5828850033627,0.0,0.0,106.0
ANG,63,63,0.0,0.0,0.0,ANG,AHMADNAGAR,Maharashtra,Ahmadnagar,27.0,522.0,912617.0,190941.0,466.57,1956.0130312707636,0.0,3.0,75.0
ANGL,34,34,1.0,1.0,2.0,ANGL,ANGUL,Odisha,Anugul,21.0,384.0,206546.0,47317.0,176.88,1167.7182270465853,0.0,3.0,105.0
ANGR,19,19,0.0,0.0,0.0,ANGR,ANGADGERI HALT,Karnataka,Bijapur,29.0,557.0,501978.0,99055.0,263.47,1905.256765476145,0.0,42.0,62.0
ANH,28,21,0.0,0.0,0.0,ANH,ANKORAH AKORHA,Bihar,Aurangabad,10.0,235.0,236854.0,36862.0,60.870000000000005,3891.145063249548,0.0,38.0,95.0
ANI,10,10,0.0,0.0,0.0,ANI,Ajanti,Madhya Pradesh,East Nimar,23.0,466.0,259436.0,50473.0,96.76,2681.2319140140557,0.0,0.0,78.0
ANJ,2,2,0.0,0.0,0.0,ANJ,Anjangaon,Maharashtra,Amravati,27.0,503.0,1037287.0,217169.0,242.36,4279.943059910876,0.0,30.0,30.0
ANJE,10,10,0.0,0.0,0.0,ANJE,ANGARPATHRA HALT,Jharkhand,Dhanbad,20.0,354.0,1560394.0,296040.0,181.242,8609.450348153297,0.0,0.0,0.0
ANK,111,94,0.0,0.0,0.0,ANK,ANKAI,Maharashtra,Nashik,27.0,516.0,2597373.0,545577.0,647.2099999999999,4013.184283308354,0.0,2.0,11.0
ANKI,4,4,0.0,0.0,0.0,,,,,,,,,,,,,
ANKL,44,44,0.0,0.0,0.0,ANKL,ANKOLA,Karnataka,Uttara Kannada,29.0,563.0,418981.0,95643.0,252.7827,1657.474977520218,0.0,48.0,48.0
ANM,1,1,0.0,0.0,0.0,ANM,ANAIMALAI ROAD,Tamil Nadu,Coimbatore,33.0,632.0,2618940.0,715878.0,1628.115,1608.5718760652655,0.0,0.0,1.0
ANMD,25,25,0.0,0.0,0.0,ANMD,ARANG MAHANADI,Chhattisgarh,Raipur,22.0,410.0,1483289.0,315647.0,500.58,2963.1407567222022,0.0,10.0,10.0
ANND,184,184,4.0,4.0,8.0,ANND,ANAND JN,Gujarat,Anand,24.0,482.0,634987.0,129947.0,299.98999999999995,2116.693889796327,0.0,3.0,25.0
ANNR,131,131,0.0,0.0,0.0,ANNR,ANNANUR,Tamil Nadu,Thiruvallur,33.0,602.0,2428395.0,615252.0,537.66,4516.599709853811,0.0,0.0,0.0
ANO,52,52,0.0,0.0,0.0,ANO,ANJANI,Maharashtra,Ratnagiri,27.0,528.0,263723.0,61797.0,118.17000000000002,2231.7254802403318,0.0,95.0,95.0
ANP,20,20,0.0,0.0,0.0,ANP,ANANDTANDAVPUR,Tamil Nadu,Nagappattinam,,,,,,,,,
ANPM,2,2,0.0,0.0,0.0,ANPM,ANUPALEM,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0
ANPR,4,4,0.0,0.0,0.0,ANPR,Anpara,Uttar Pradesh,Sonbhadra,9.0,200.0,314342.0,62352.0,123.12733,2552.983159790763,0.0,42.0,89.0
ANQ,12,12,0.0,0.0,0.0,ANQ,AMNAPUR,Maharashtra,Sangli,27.0,531.0,719357.0,155950.0,354.28,2030.4758947724963,0.0,4.0,4.0
ANR,46,46,0.0,0.0,0.0,ANR,ANARA,West Bengal,Puruliya,19.0,340.0,373314.0,71988.0,147.67,2528.0287126701432,0.5,0.5,45.0
ANSB,10,10,0.0,0.0,0.0,ANSB,ANANDPUR SAHIB,Punjab,Rupnagar,3.0,51.0,177807.0,37808.0,55.6,3197.9676258992804,0.0,22.0,30.0
ANTU,48,48,0.0,0.0,0.0,ANTU,ANTU,Uttar Pradesh,Pratapgarh,9.0,173.0,175242.0,28417.0,47.870000000000005,3660.7896386045536,0.0,50.0,50.0
ANU,142,142,0.0,0.0,0.0,ANU,ANANGUR,Tamil Nadu,Namakkal,33.0,609.0,696125.0,192263.0,300.575,2315.977709390336,3.0,3.0,20.0
ANV,133,133,0.0,0.0,0.0,ANV,ANNAVARAM,Andhra Pradesh,East Godavari,28.0,545.0,1207826.0,354755.0,300.44000000000005,4020.190387431766,0.0,0.0,97.0
ANVR,144,144,0.0,0.0,0.0,ANVR,ANAND VIHAR,NCT of Delhi,East,,,,,,,,,
ANVT,166,166,17.0,17.0,34.0,ANVT,ANAND VIHAR TRM,NCT of Delhi,East,,,,,,,,,
ANW,7,7,0.0,0.0,0.0,,,,,,,,,,,,,
ANY,10,10,0.0,0.0,0.0,ANY,Arumuganeri,Tamil Nadu,Thoothukkudi,33.0,627.0,876802.0,226561.0,414.8,2113.794599807136,0.0,0.0,70.0
AO,26,26,0.0,0.0,0.0,AO,AONLA,Uttar Pradesh,Bareilly,9.0,150.0,1568409.0,275745.0,276.07000000000005,5681.200420183286,0.0,2.0,3.0
AON,4,4,0.0,0.0,0.0,AON,ARAON,Uttar Pradesh,Firozabad,9.0,147.0,833169.0,139369.0,61.760000000000005,13490.430699481863,0.0,10.0,15.0
AONI,4,4,0.0,0.0,0.0,AONI,Amoni,Assam,Nagaon,18.0,305.0,369534.0,78941.0,80.58,4585.927029039464,0.0,0.0,102.0
AOR,35,35,0.0,0.0,0.0,AOR,ARGORA,Jharkhand,Ranchi,20.0,364.0,1257335.0,243209.0,283.20500000000004,4439.6638477428005,0.0,0.0,0.0
AP,14,14,0.0,0.0,0.0,AP,ASHOKAPURAM,Karnataka,Mysore,29.0,577.0,1245413.0,294016.0,207.77,5994.190691630168,0.0,0.0,0.0
APA,39,39,0.0,0.0,0.0,APA,AMARPURA,Rajasthan,Pali,8.0,118.0,460006.0,88647.0,439.14,1047.515598670128,0.0,40.0,72.0
APB,114,114,0.0,0.0,0.0,APB,ANUPPAMBATTU,Tamil Nadu,Thiruvallur,33.0,602.0,2428395.0,615252.0,537.66,4516.599709853811,0.0,0.0,0.0
APCH,14,14,0.0,0.0,0.0,APCH,ALIPURDUAR COLLEGE,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0
APD,4,4,0.0,0.0,0.0,APD,Alipur Duar,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0
APDC,4,4,0.0,0.0,0.0,APDC,Alipur Duar Court,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0
APDJ,39,39,10.0,9.0,19.0,APDJ,ALIPUR DUAR JN,West Bengal,Jalpaiguri,19.0,328.0,1060351.0,243311.0,366.98,2889.3972423565315,0.0,1.0,7.0
APE,12,12,0.0,0.0,0.0,APE,ANDANAPPETTAI,Tamil Nadu,Nagappattinam,,,,,,,,,
APG,55,55,0.0,0.0,0.0,APG,ANUPGANJ,Uttar Pradesh,Lucknow,9.0,157.0,3038996.0,577510.0,470.707,6456.237107160081,0.0,10.0,10.0
APH,8,8,4.0,4.0,8.0,APH,ANUPGARH,Rajasthan,Ganganagar,8.0,99.0,535432.0,108585.0,94.68,5655.175327418673,0.0,4.0,118.0
APJ,10,8,0.0,0.0,0.0,APJ,Amarpur Jorasi,Haryana,Mahendragarh,6.0,84.0,132855.0,24590.0,32.98,4028.350515463918,0.0,33.0,42.0
APL,180,180,0.0,0.0,0.0,APL,APPIKATLA,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0
APN,7,7,0.0,0.0,0.0,APN,AYODHYAPATTANAM,Tamil Nadu,Salem,33.0,608.0,1774122.0,463944.0,675.5899999999999,2626.033541053006,0.0,0.0,0.0
APQ,4,4,0.0,0.0,0.0,APQ,ADITPARA,Gujarat,Porbandar,24.0,478.0,285674.0,61152.0,178.33,1601.9402231817417,0.0,3.0,145.0
APR,46,46,0.0,0.0,0.0,APR,ANUPPUR JN,Madhya Pradesh,Anuppur,23.0,461.0,205241.0,41760.0,203.19,1010.0940006890104,0.0,160.0,145.0
APT,147,146,0.0,0.0,0.0,APT,ANAPARTI,Andhra Pradesh,East Godavari,28.0,545.0,1207826.0,354755.0,300.44000000000005,4020.190387431766,0.0,0.0,97.0
APTA,50,50,0.0,0.0,0.0,APTA,APTA,Maharashtra,Raigarh,27.0,520.0,970195.0,230586.0,266.49999999999994,3640.506566604128,0.0,2.0,3.0
APU,3,3,0.0,0.0,0.0,APU,Anipur,Assam,Karimganj,18.0,317.0,109700.0,23151.0,19.27,5692.786715101193,0.0,30.0,308.0
AQG,11,11,0.0,0.0,0.0,AQG,ASHAPURA GOMAT,Rajasthan,Jaisalmer,8.0,114.0,89025.0,16744.0,70.38,1264.919011082694,0.0,175.0,175.0
AQX,20,20,0.0,0.0,0.0,,,,,,,,,,,,,
ARA,149,149,3.0,3.0,6.0,ARA,ARA,Bihar,Bhojpur,10.0,231.0,389861.0,59431.0,83.77,4653.945326489197,0.0,16.0,48.0
ARAG,8,8,0.0,0.0,0.0,ARAG,ARAG,Maharashtra,Sangli,27.0,531.0,719357.0,155950.0,354.28,2030.4758947724963,0.0,4.0,4.0
ARCL,8,8,0.0,0.0,0.0,ARCL,ARUNACHAL,Assam,Cachar,18.0,316.0,315464.0,69205.0,64.58999999999999,4884.0997058368175,0.0,0.0,315.0
ARD,113,113,0.0,0.0,0.0,ARD,AMARDA ROAD,Odisha,Baleshwar,21.0,377.0,253293.0,55567.0,111.854,2264.4965758935755,0.0,0.0,50.0
ARE,114,114,0.0,0.0,0.0,ARE,ARNETHA,Rajasthan,Bundi,8.0,121.0,222701.0,43618.0,177.93,1251.6214241555667,0.0,22.0,22.0
ARG,22,22,0.0,0.0,0.0,ARG,ANGAR GHAT,Bihar,Samastipur,10.0,221.0,147797.0,28091.0,11.23,13160.908281389136,0.0,35.0,105.0
ARGD,10,10,0.0,0.0,0.0,ARGD,ARIGADA,Jharkhand,Ramgarh,20.0,361.0,418955.0,80546.0,176.0732,2379.4365070890967,0.0,37.0,37.0
ARGL,97,97,0.0,0.0,0.0,ARGL,ARGUL,Odisha,Khordha,21.0,386.0,1098953.0,300894.0,2004.7799999999995,548.1663823461927,4.0,15.0,15.0
ARGP,52,52,0.0,0.0,0.0,ARGP,ARALAGUPPE,Karnataka,Tumkur,29.0,571.0,599078.0,142560.0,128.14,4675.183393163728,0.0,0.0,70.0
ARH,12,12,0.0,0.0,0.0,ARH,AMHERA,Uttar Pradesh,Bijnor,9.0,134.0,925312.0,154200.0,108.107,8559.223732043254,0.0,7.0,35.0
ARI,155,155,0.0,0.0,0.0,ARI,ANTRI,Madhya Pradesh,Gwalior,23.0,421.0,1273792.0,239351.0,302.87,4205.738435632449,0.0,30.0,0.0
ARJ,77,77,2.0,3.0,5.0,ARJ,AUNRIHAR JN,Uttar Pradesh,Ghazipur,9.0,195.0,274360.0,41569.0,62.33,4401.732712979304,0.0,10.0,40.0
ARK,1,1,0.0,0.0,0.0,ARK,Arakku,Andhra Pradesh,Visakhapatnam,28.0,544.0,1285565.0,326452.0,632.1600000000001,2033.6069982282963,0.0,0.0,0.0
ARKA,21,21,0.0,0.0,0.0,ARKA,Arkha,Uttar Pradesh,Rae Bareli,9.0,158.0,307995.0,53931.0,76.49,4026.604784939208,0.0,30.0,70.0
ARL,20,20,0.0,0.0,0.0,ARL,AROUL,Uttar Pradesh,Kanpur Nagar,9.0,164.0,3015645.0,569962.0,321.91,9367.975521108385,0.0,3.0,3.0
ARN,25,25,0.0,0.0,0.0,ARN,ARAND,Chhattisgarh,Mahasamund,22.0,411.0,120152.0,27026.0,59.32000000000001,2025.488873904248,0.0,55.0,55.0
ARNA,80,80,0.0,0.0,0.0,ARNA,ARNIA,Rajasthan,Dausa,8.0,109.0,201793.0,35808.0,40.46,4987.469105289174,0.0,43.0,55.0
ARNH,4,4,0.0,0.0,0.0,ARNH,Arjunahalli,Karnataka,Mysore,29.0,577.0,1245413.0,294016.0,207.77,5994.190691630168,0.0,0.0,0.0
AROR,53,53,0.0,0.0,0.0,AROR,AROOR HALT,Kerala,Alappuzha,32.0,598.0,1148146.0,287342.0,550.11,2087.1207576666484,0.0,0.0,42.0
ARP,21,21,0.0,0.0,0.0,ARP,Atrampur,Uttar Pradesh,Allahabad,,,,,,,,,
ARPL,38,38,0.0,0.0,0.0,ARPL,AREPALLI HALT,Andhra Pradesh,Mahbubnagar,28.0,538.0,607692.0,126345.0,275.98,2201.9421697224434,0.0,0.0,47.0
ARQ,16,16,0.0,0.0,0.0,ARQ,ARARIYA COURT,Bihar,Araria,10.0,209.0,168777.0,32781.0,51.07,3304.816917955747,0.0,45.0,395.0
ARR,16,16,0.0,0.0,0.0,ARR,ARARIYA,Bihar,Araria,10.0,209.0,168777.0,32781.0,51.07,3304.816917955747,0.0,45.0,395.0
ARS,20,20,0.0,0.0,0.0,ARS,ARASUR,Tamil Nadu,Nagappattinam,,,,,,,,,
ARU,2,2,0.0,0.0,0.0,ARU,Arasalu,Karnataka,Shimoga,29.0,568.0,623727.0,147360.0,237.92,2621.5828850033627,0.0,0.0,106.0
ARV,4,4,0.0,0.0,0.0,ARV,ARNI ROAD,Tamil Nadu,Tiruvannamalai,33.0,606.0,494945.0,116147.0,174.32,2839.2898118402936,0.0,0.0,81.0
ARVI,2,2,1.0,1.0,2.0,,,,,,,,,,,,,
ARW,161,161,0.0,0.0,0.0,ARW,AHRAURA ROAD,Uttar Pradesh,Mirzapur,9.0,199.0,347567.0,55602.0,73.22000000000001,4746.886096694891,0.0,25.0,25.0
ARX,7,7,0.0,0.0,0.0,,,,,,,,,,,,,
