station_code,total_schedule_rows,unique_trains_serving_station,outbound_routes,inbound_routes,route_connectivity,code,name,State,District,pc11_state_id,pc11_district_id,shrug_population,shrug_households,shrug_area,shrug_population_density,shrug_rail_dist,shrug_city_dist,shrug_city5_dist
MYR,117,117,0.0,0.0,0.0,MYR,MAIHAR,Madhya Pradesh,Satna,23.0,429.0,474418.0,92955.0,281.08,1687.8397609221574,0.0,0.0,115.0
MYS,71,71,34.0,33.0,67.0,MYS,MYSORE JN,Karnataka,Mysore,29.0,577.0,1245413.0,294016.0,207.77,5994.190691630168,0.0,0.0,0.0
MYU,24,24,0.0,0.0,0.0,MYU,MAYANOOR,Tamil Nadu,Karur,33.0,613.0,434517.0,118699.0,283.5,1532.687830687831,0.0,30.0,30.0
MYX,48,48,0.0,0.0,0.0,MYX,METYAL SOHAR,West Bengal,Puruliya,19.0,340.0,373314.0,71988.0,147.67,2528.0287126701432,0.5,0.5,45.0
MYY,104,104,0.0,0.0,0.0,MYY,MAYYANAD,Kerala,Kollam,32.0,600.0,1187158.0,292696.0,416.25,2852.0312312312312,0.0,0.0,60.0
MZA,38,34,0.0,0.0,0.0,MZA,MEZENGA S,Assam,Sivasagar,18.0,311.0,110096.0,26231.0,42.93,2564.546936873981,0.0,30.0,342.0
MZC,38,38,0.0,0.0,0.0,MZC,MIRZA CHEUKI,Jharkhand,Sahibganj,20.0,352.0,159666.0,30967.0,27.22,5865.760470242469,0.0,90.0,220.0
MZGI,14,14,0.0,0.0,0.0,MZGI,MANZURGARHI,Uttar Pradesh,Aligarh,9.0,143.0,1217191.0,204337.0,603.08,2018.291105657624,0.0,3.0,3.0
MZH,18,18,0.0,0.0,0.0,MZH,MAUHARI,Madhya Pradesh,Anuppur,23.0,461.0,205241.0,41760.0,203.19,1010.0940006890104,0.0,160.0,145.0
MZHL,4,4,0.0,0.0,0.0,MZHL,MAJHAOLI,Madhya Pradesh,Singrauli,23.0,463.0,226786.0,46023.0,290.2,781.4817367332874,0.0,0.0,360.0
MZL,34,34,1.0,1.0,2.0,MZL,MIRZAPALI,Andhra Pradesh,Medak,28.0,535.0,636044.0,142130.0,371.34,1712.8345990197663,0.0,25.0,25.0
MZM,47,45,0.0,0.0,0.0,MZM,MUZZAMPUR NARAIN,Uttar Pradesh,Bijnor,9.0,134.0,925312.0,154200.0,108.107,8559.223732043254,0.0,7.0,35.0
MZN,10,10,0.0,0.0,0.0,MZN,MAHMUDPUR SARAIYAN,Uttar Pradesh,Hardoi,9.0,155.0,541806.0,91815.0,104.16,5201.670506912443,0.0,15.0,56.0
MZP,177,177,0.0,0.0,0.0,MZP,MIRZAPUR,Uttar Pradesh,Mirzapur,9.0,199.0,347567.0,55602.0,73.22000000000001,4746.886096694891,0.0,25.0,25.0
MZQ,32,32,0.0,0.0,0.0,MZQ,MAJGAON ASSAM,Assam,Bongaigaon,18.0,319.0,109810.0,24923.0,31.690000000000005,3465.1309561375824,0.0,193.0,193.0
MZR,91,91,2.0,2.0,4.0,MZR,MURTAJAPUR,Maharashtra,Akola,27.0,501.0,719741.0,145530.0,83.96000000000001,8572.427346355407,0.0,4.0,52.0
MZRT,2,2,0.0,0.0,0.0,,,,,,,,,,,,,
MZU,20,20,0.0,0.0,0.0,MZU,Marandahalli,Tamil Nadu,Dharmapuri,33.0,630.0,260912.0,65464.0,89.57,2912.939600312605,0.0,42.0,42.0
MZV,75,74,0.0,0.0,0.0,MZV,MARALAHALLI,Karnataka,Kolar,29.0,581.0,480073.0,106290.0,120.95000000000002,3969.1856138900366,0.0,0.0,50.0
MZW,4,4,0.0,0.0,0.0,MZW,MANJHWE,Bihar,Gaya,10.0,236.0,581601.0,89642.0,85.26,6821.498944405348,0.0,3.0,115.0
MZX,190,190,0.0,0.0,0.0,MZX,MATATILA,Uttar Pradesh,Lalitpur,9.0,167.0,175378.0,32551.0,41.260000000000005,4250.557440620455,0.0,14.0,40.0
MZY,21,21,0.0,0.0,0.0,MZY,MACHAPUR,Odisha,Cuttack,21.0,381.0,721842.0,150682.0,263.47,2739.750256196151,0.0,0.0,0.0
MZZ,115,115,0.0,0.0,0.0,MZZ,MANJURI ROAD,Odisha,Bhadrak,21.0,378.0,185838.0,35542.0,133.45,1392.56650430873,0.0,62.0,100.0
NAB,18,18,3.0,3.0,6.0,NAB,Nagbhir Junction,Maharashtra,Chandrapur,27.0,509.0,775378.0,180458.0,290.6,2668.196834136269,0.0,5.0,102.0
NAC,40,40,0.0,0.0,0.0,NAC,NAWA CITY,Rajasthan,Nagaur,8.0,112.0,637204.0,102073.0,414.63,1536.8014856619154,0.0,20.0,90.0
NACC,2,2,0.0,0.0,0.0,NACC,NEW ALIPUR (CALCUTTA),West Bengal,Kolkata,19.0,342.0,4496694.0,1024928.0,185.0,24306.45405405405,2.0,3.0,3.0
NAD,141,141,6.0,6.0,12.0,NAD,NAGDA JN,Madhya Pradesh,Ujjain,23.0,435.0,779213.0,152488.0,194.21,4012.218732300088,0.0,0.0,0.0
NADA,10,10,0.0,0.0,0.0,,,,,,,,,,,,,
NAG,43,43,0.0,0.0,0.0,NAG,NAGARGALI,Karnataka,Belgaum,29.0,555.0,1211195.0,264621.0,415.7148,2913.523887049487,0.0,0.0,0.0
NAGC,20,20,0.0,0.0,0.0,NAGC,NAGARGALI,Maharashtra,Raigarh,27.0,520.0,970195.0,230586.0,266.49999999999994,3640.506566604128,0.0,2.0,3.0
NAI,1,1,0.0,0.0,0.0,NAI,Nangi,West Bengal,South 24 Parganas,,,,,,,,,
NAKD,4,4,0.0,0.0,0.0,NAKD,NAIK DIH,Uttar Pradesh,Mau,9.0,192.0,499208.0,70779.0,93.21,5355.734363265745,0.0,0.0,32.0
NAL,6,6,0.0,0.0,0.0,NAL,Nal Halt,Rajasthan,Bikaner,8.0,101.0,800384.0,139973.0,190.9,4192.68727082242,0.0,30.0,30.0
NALR,182,182,0.0,0.0,0.0,NALR,NALPUR,West Bengal,Haora,19.0,341.0,3074144.0,669902.0,431.5093,7124.1662694176,0.0,1.0,3.0
NAM,28,28,0.0,0.0,0.0,NAM,NAMRUP,Assam,Dibrugarh,18.0,310.0,243730.0,54453.0,45.48,5359.05892700088,0.0,0.0,403.0
NAN,50,50,0.0,0.0,0.0,NAN,NANDGAON ROAD,Maharashtra,Sindhudurg,27.0,529.0,107006.0,26638.0,64.28999999999999,1664.4268159900453,0.0,43.0,120.0
NANA,60,60,0.0,0.0,0.0,NANA,NANA,Rajasthan,Pali,8.0,118.0,460006.0,88647.0,439.14,1047.515598670128,0.0,40.0,72.0
NAND,35,35,0.0,0.0,0.0,NAND,NANDIKUR,Karnataka,Udupi,29.0,569.0,334061.0,75549.0,243.67,1370.9566216604426,0.0,8.0,27.0
NANR,4,4,0.0,0.0,0.0,NANR,Naranpur,Odisha,Kendujhar,21.0,375.0,253059.0,56824.0,7200.552,35.14438893018202,0.0,90.0,75.0
NARA,6,6,0.0,0.0,0.0,NARA,NARA HALT,Haryana,Panipat,6.0,75.0,555085.0,113764.0,79.35,6995.400126023945,0.0,1.0,67.0
NAS,6,6,0.0,0.0,0.0,NAS,Nasrala,Punjab,Hoshiarpur,3.0,38.0,334969.0,72163.0,142.29000000000002,2354.128891700049,0.0,12.0,40.0
NASP,133,133,0.0,0.0,0.0,NASP,NARASINGAPALLI,Andhra Pradesh,Visakhapatnam,28.0,544.0,1285565.0,326452.0,632.1600000000001,2033.6069982282963,0.0,0.0,0.0
NAT,45,45,0.0,0.0,0.0,NAT,NATHNAGAR,Bihar,Bhagalpur,10.0,224.0,602532.0,106303.0,69.10000000000001,8719.71056439942,0.0,5.0,125.0
NAU,80,80,0.0,0.0,0.0,NAU,NADAPURAM ROAD,Kerala,Kozhikode,32.0,591.0,2072572.0,462007.0,944.15,2195.172377270561,0.0,0.0,0.0
NAW,45,45,0.0,0.0,0.0,NAW,NAWANDGI,Andhra Pradesh,Rangareddy,28.0,537.0,1043520.0,240948.0,1034.24,1008.9727722772276,0.0,4.0,4.0
NAWN,17,17,0.0,0.0,0.0,NAWN,NAWAN,Rajasthan,Hanumangarh,8.0,100.0,350464.0,67830.0,73.74,4752.698671006238,0.0,25.0,203.0
NAZJ,88,88,0.0,0.0,0.0,NAZJ,NAZIRGANJ,Bihar,Samastipur,10.0,221.0,147797.0,28091.0,11.23,13160.908281389136,0.0,35.0,105.0
NB,139,139,0.0,0.0,0.0,NB,NIMBHORA,Maharashtra,Jalgaon,27.0,499.0,1342711.0,279073.0,347.8500000000001,3860.028748023573,0.0,3.0,90.0
NBA,21,21,0.0,0.0,0.0,NBA,Nabha,Punjab,Patiala,3.0,48.0,763280.0,158036.0,155.19,4918.358141632837,0.0,0.0,45.0
NBAE,132,132,0.0,0.0,0.0,NBAE,NABAGRAM,West Bengal,Barddhaman,19.0,335.0,3074424.0,658449.0,922.59,3332.3838324716285,0.0,0.0,7.0
NBD,100,100,8.0,7.0,15.0,NBD,NAJIBABAD JN,Uttar Pradesh,Bijnor,9.0,134.0,925312.0,154200.0,108.107,8559.223732043254,0.0,7.0,35.0
NBE,3,3,0.0,0.0,0.0,NBE,New Barrackpore,West Bengal,North 24 Parganas,,,,,,,,,
NBG,21,21,0.0,0.0,0.0,NBG,NABENAGAR ROAD,Bihar,Aurangabad,10.0,235.0,236854.0,36862.0,60.870000000000005,3891.145063249548,0.0,38.0,95.0
NBGH,2,2,0.0,0.0,0.0,,,,,,,,,,,,,
NBH,24,24,0.0,0.0,0.0,NBH,NIMBAHERA,Rajasthan,Chittaurgarh,8.0,126.0,285264.0,59787.0,138.82999999999998,2054.7720233378955,0.0,55.0,58.0
NBI,34,34,0.0,0.0,0.0,NBI,NADBAI,Rajasthan,Bharatpur,8.0,105.0,495099.0,86725.0,151.66,3264.5325069233813,0.0,16.0,60.0
NBK,118,118,0.0,0.0,0.0,NBK,NUNGAMBAKKAM,Tamil Nadu,Chennai,33.0,603.0,4646732.0,1154982.0,175.0,26552.754285714287,0.0,0.0,0.0
NBKH,33,33,0.0,0.0,0.0,NBKH,NABA GRAM KANKU,West Bengal,Barddhaman,19.0,335.0,3074424.0,658449.0,922.59,3332.3838324716285,0.0,0.0,7.0
NBL,24,24,0.0,0.0,0.0,NBL,NIMBAL,Karnataka,Bijapur,29.0,557.0,501978.0,99055.0,263.47,1905.256765476145,0.0,42.0,62.0
NBM,128,128,0.0,0.0,0.0,NBM,NAVABPALEM,Andhra Pradesh,West Godavari,28.0,546.0,808777.0,214318.0,155.39,5204.820129995495,0.0,0.0,60.0
NBP,28,28,0.0,0.0,0.0,NBP,NIBHAPUR,Uttar Pradesh,Jaunpur,9.0,194.0,346580.0,50269.0,60.31,5746.642347869341,0.0,8.0,35.0
NBPH,20,20,0.0,0.0,0.0,NBPH,New Balarampur Halt,West Bengal,Murshidabad,19.0,333.0,1400692.0,284559.0,264.28000000000003,5300.030270924776,0.0,0.0,3.0
NBQ,101,101,4.0,4.0,8.0,NBQ,NEW BONGAIGAON,Assam,Chirang,18.0,320.0,35337.0,7572.0,12.06,2930.099502487562,0.0,165.0,165.0
NBQY,71,71,0.0,0.0,0.0,NBQY,NEW BONGAIGAON YARD,Assam,Chirang,18.0,320.0,35337.0,7572.0,12.06,2930.099502487562,0.0,165.0,165.0
NBR,56,49,0.0,0.0,0.0,NBR,NAMBURU,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0
NBS,74,71,0.0,0.0,0.0,NBS,NEW BANESWAR,West Bengal,Koch Bihar,19.0,329.0,289434.0,69693.0,69.23,4180.759786219846,0.0,4.0,35.0
NBT,36,36,0.0,0.0,0.0,NBT,NAYABAGIRTHIPUR,Odisha,Dhenkanal,21.0,383.0,117506.0,25918.0,79.669,1474.9275125833135,0.0,65.0,65.0
NBU,10,10,0.0,0.0,0.0,NBU,NARASAMBUDHI,Karnataka,Mysore,29.0,577.0,1245413.0,294016.0,207.77,5994.190691630168,0.0,0.0,0.0
NBUE,4,4,0.0,0.0,0.0,NBUE,NIBKARORI,Uttar Pradesh,Farrukhabad,9.0,159.0,416185.0,72025.0,48.355,8606.865887705511,0.0,3.0,5.0
NCB,79,79,2.0,3.0,5.0,NCB,NEW COOCH BEHAR,West Bengal,Koch Bihar,19.0,329.0,289434.0,69693.0,69.23,4180.759786219846,0.0,4.0,35.0
NCH,34,34,0.0,0.0,0.0,NCH,NAKACHARI,Assam,Jorhat,18.0,312.0,220534.0,51620.0,92.18,2392.427858537644,0.0,0.0,305.0
NCHS,171,171,0.0,0.0,0.0,NCHS,NATURE CURE HOSPITAL,Andhra Pradesh,Rangareddy,28.0,537.0,1043520.0,240948.0,1034.24,1008.9727722772276,0.0,4.0,4.0
NCJ,65,65,19.0,19.0,38.0,NCJ,NAGERCOIL JN,Tamil Nadu,Kanniyakumari,33.0,629.0,1539802.0,398061.0,662.8399999999999,2323.037233721562,0.0,0.0,10.0
NCP,2,2,0.0,0.0,0.0,NCP,Nishchindapur,West Bengal,South 24 Parganas,,,,,,,,,
NCPM,2,2,0.0,0.0,0.0,NCPM,Nishchindapur Market Halt,West Bengal,South 24 Parganas,,,,,,,,,
NCR,10,10,5.0,5.0,10.0,NCR,Nagore,Tamil Nadu,Nagappattinam,,,,,,,,,
NCU,4,4,0.0,0.0,0.0,NCU,Nallacheruvu,Andhra Pradesh,Anantapur,28.0,553.0,1139554.0,266213.0,376.94,3023.1707964132224,0.0,0.0,100.0
ND,178,178,2.0,2.0,4.0,ND,NADIAD JN,Gujarat,Kheda,24.0,483.0,523609.0,107165.0,214.38,2442.433995708555,0.0,12.0,29.0
NDAE,24,24,1.0,1.0,2.0,NDAE,NABADWIP DHAM,West Bengal,Barddhaman,19.0,335.0,3074424.0,658449.0,922.59,3332.3838324716285,0.0,0.0,7.0
NDAZ,95,95,0.0,0.0,0.0,NDAZ,NAYA AZADPUR,NCT of Delhi,North West,,,,,,,,,
NDB,49,49,2.0,2.0,4.0,NDB,NANDURBAR,Maharashtra,Nandurbar,27.0,497.0,275474.0,50738.0,60.05,4587.410491257286,0.0,20.0,225.0
NDBT,14,14,0.0,0.0,0.0,NDBT,NANDPUR BHATAULI,Himachal Pradesh,Kangra,2.0,24.0,86281.0,20508.0,47.71000000000001,1808.4468664850133,2.0,24.0,120.0
NDD,151,151,2.0,2.0,4.0,NDD,NIDADAVOLU JN,Andhra Pradesh,West Godavari,28.0,546.0,808777.0,214318.0,155.39,5204.820129995495,0.0,0.0,60.0
NDE,44,44,0.0,0.0,0.0,NDE,NANDRE,Maharashtra,Sangli,27.0,531.0,719357.0,155950.0,354.28,2030.4758947724963,0.0,4.0,4.0
NDGJ,180,180,0.0,0.0,0.0,NDGJ,NANDAHGANJA,West Bengal,Purba Medinipur,19.0,345.0,592714.0,125386.0,224.65,2638.388604495882,0.0,7.0,33.0
NDH,18,18,0.0,0.0,0.0,NDH,Nindhar Benar,Rajasthan,Jaipur,8.0,110.0,3471847.0,669293.0,833.6899999999999,4164.434022238483,0.0,14.0,14.0
NDIM,6,6,0.0,0.0,0.0,NDIM,NANDAIGRAM HALT,West Bengal,Barddhaman,19.0,335.0,3074424.0,658449.0,922.59,3332.3838324716285,0.0,0.0,7.0
NDJ,42,42,0.0,0.0,0.0,NDJ,NANDGANJ,Uttar Pradesh,Ghazipur,9.0,195.0,274360.0,41569.0,62.33,4401.732712979304,0.0,10.0,40.0
NDK,59,59,0.0,0.0,0.0,NDK,NANKHAS,Uttar Pradesh,Jhansi,9.0,166.0,833484.0,151936.0,249.181,3344.893872325739,0.0,1.0,1.0
NDKD,32,32,1.0,1.0,2.0,NDKD,NADIKODE,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0
NDKR,11,11,0.0,0.0,0.0,NDKR,Nandakumar P.H.,West Bengal,Purba Medinipur,19.0,345.0,592714.0,125386.0,224.65,2638.388604495882,0.0,7.0,33.0
NDL,23,23,0.0,0.0,0.0,NDL,NANDYAL,Andhra Pradesh,Kurnool,28.0,552.0,836451.0,181008.0,347.39,2407.8154235873226,0.0,0.0,208.0
NDLH,2,2,0.0,0.0,0.0,,,,,,,,,,,,,
NDLS,233,233,80.0,80.0,160.0,NDLS,NEW DELHI,NCT of Delhi,Central,,,,,,,,,
NDM,29,29,0.0,0.0,0.0,NDM,NIDAMANURU,Andhra Pradesh,Krishna,28.0,547.0,1722234.0,459831.0,363.85,4733.362649443452,0.0,0.0,0.0
NDN,45,45,0.0,0.0,0.0,NDN,NARDANA,Maharashtra,Dhule,27.0,498.0,571036.0,112157.0,116.67,4894.454444158739,0.0,3.0,141.0
NDNI,1,1,0.0,0.0,0.0,NDNI,Nidhani,Madhya Pradesh,Mandla,23.0,454.0,130189.0,29331.0,65.5,1987.618320610687,0.0,80.0,65.0
NDO,180,180,0.0,0.0,0.0,NDO,NIDUBROLU,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0
NDPL,2,2,0.0,0.0,0.0,NDPL,NDPL,Andhra Pradesh,Kurnool,28.0,552.0,836451.0,181008.0,347.39,2407.8154235873226,0.0,0.0,208.0
NDPR,14,14,0.0,0.0,0.0,NDPR,NANDAPUR,Maharashtra,Hingoli,27.0,512.0,178733.0,32613.0,56.46,3165.657102373362,0.0,34.0,51.0
NDPU,25,25,0.0,0.0,0.0,NDPU,NUDURUPADU,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0
NDR,182,182,0.0,0.0,0.0,NDR,NANDESARI,Gujarat,Vadodara,24.0,486.0,2065771.0,459506.0,424.6199999999999,4864.987518251614,0.0,9.0,5.0
NDT,4,4,0.0,0.0,0.0,NDT,Nathdwara,Rajasthan,Rajsamand,8.0,123.0,183820.0,37200.0,166.16,1106.2831006259028,0.0,27.0,50.0
NDU,36,36,0.0,0.0,0.0,NDU,Nadauj,Bihar,Patna,10.0,230.0,2514590.0,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0
NDV,56,56,0.0,0.0,0.0,NDV,NIDVANDA,Karnataka,Bangalore Rural,29.0,583.0,268744.0,64465.0,68.45,3926.135865595325,0.0,25.0,25.0
NDW,36,36,0.0,0.0,0.0,NDW,Nadwan,Bihar,Patna,10.0,230.0,2514590.0,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0
NDY,2,2,0.0,0.0,0.0,NDY,Nandi Halt,Karnataka,Chikkaballapura,29.0,582.0,281119.0,63711.0,57.3289,4903.617547170799,0.0,25.0,60.0
NDZ,74,74,0.0,0.0,0.0,NDZ,NIDIGALLU,Andhra Pradesh,Sri Potti Sriramulu Nellore,28.0,550.0,856943.0,209551.0,232.06,3692.764802206326,0.0,0.0,0.0
NEA,141,141,0.0,0.0,0.0,NEA,NEYKKARAPATTI,Tamil Nadu,Salem,33.0,608.0,1774122.0,463944.0,675.5899999999999,2626.033541053006,0.0,0.0,0.0
NEC,130,130,0.0,0.0,0.0,NEC,NEMILICHERRY HALT,Tamil Nadu,Kancheepuram,33.0,604.0,2538336.0,644880.0,664.593,3819.384194537108,0.0,0.0,3.0
NED,63,63,14.0,14.0,28.0,NED,HUZUR SAHIB NANDED,Maharashtra,Nanded,27.0,511.0,913898.0,171093.0,241.31,3787.236335004766,0.0,5.0,5.0
NEI,12,12,0.0,0.0,0.0,NEI,NEOLI,Maharashtra,Latur,27.0,524.0,624980.0,118163.0,84.38,7406.731452950937,0.0,6.0,98.0
NEM,36,36,0.0,0.0,0.0,NEM,NEMEM,Kerala,Thiruvananthapuram,32.0,601.0,1771596.0,446914.0,577.46,3067.911197312368,0.0,0.0,0.0
NEMA,3,3,0.0,0.0,0.0,NEMA,Nema Halt,Bihar,Patna,10.0,230.0,2514590.0,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0
NEO,145,145,0.0,0.0,0.0,NEO,NEORA,Bihar,Patna,10.0,230.0,2514590.0,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0
NEP,174,174,0.0,0.0,0.0,NEP,NENPUR,Gujarat,Kheda,24.0,483.0,523609.0,107165.0,214.38,2442.433995708555,0.0,12.0,29.0
NERH,3,3,0.0,0.0,0.0,NERH,Ner Halt,Bihar,Jehanabad,10.0,239.0,135196.0,21820.0,40.620000000000005,3328.3111767602163,0.0,32.0,48.0
NERI,12,12,0.0,0.0,0.0,NERI,NERI,Uttar Pradesh,Sitapur,9.0,154.0,530784.0,87109.0,106.67,4975.9445017343205,0.0,4.0,4.0
NEW,22,22,0.0,0.0,0.0,NEW,NIVARI,Madhya Pradesh,Tikamgarh,23.0,424.0,249873.0,46339.0,212.51,1175.8176085831255,0.0,48.0,18.0
NEWC,70,70,0.0,0.0,0.0,NEWC,NEW WEST CABIN,Uttar Pradesh,Chandauli,9.0,196.0,242553.0,37675.0,53.720000000000006,4515.134028294861,0.0,3.0,13.0
NFK,100,100,1.0,1.0,2.0,NFK,NEW FARAKKA JN,West Bengal,Murshidabad,19.0,333.0,1400692.0,284559.0,264.28000000000003,5300.030270924776,0.0,0.0,3.0
NFKB,38,38,0.0,0.0,0.0,NFKB,NEW FARAKKA-B-CABIN,West Bengal,Murshidabad,19.0,333.0,1400692.0,284559.0,264.28000000000003,5300.030270924776,0.0,0.0,3.0
NFKN,20,20,0.0,0.0,0.0,,,,,,,,,,,,,
NFKS,19,19,0.0,0.0,0.0,,,,,,,,,,,,,
NG,28,28,0.0,0.0,0.0,NG,NAGARI,Andhra Pradesh,Chittoor,28.0,554.0,1226899.0,301526.0,318.61999999999995,3850.665369405562,0.0,0.0,40.0
NGA,21,21,0.0,0.0,0.0,NGA,NINGALA JN,Gujarat,Bhavnagar,24.0,481.0,1182401.0,236235.0,408.54,2894.2110931610123,0.0,7.0,7.0
NGAN,4,4,0.0,0.0,0.0,NGAN,Nagaon,Assam,Nagaon,18.0,305.0,369534.0,78941.0,80.58,4585.927029039464,0.0,0.0,102.0
NGB,18,18,0.0,0.0,0.0,NGB,NAWABGANJ GONDA,Uttar Pradesh,Gonda,9.0,183.0,225029.0,36969.0,50.55977,4450.7520504939,0.0,2.0,19.0
NGC,19,19,0.0,0.0,0.0,NGC,NEW GUWAHATI,Assam,Kamrup Metropolitan,18.0,322.0,1037011.0,247628.0,262.43,3951.5718477308233,0.0,0.0,0.0
NGD,179,179,0.0,0.0,0.0,NGD,NAGARDEVLA,Maharashtra,Jalgaon,27.0,499.0,1342711.0,279073.0,347.8500000000001,3860.028748023573,0.0,3.0,90.0
NGE,8,8,0.0,0.0,0.0,NGE,NAGAR,Chhattisgarh,Koriya,22.0,400.0,205299.0,45081.0,214.05,959.1170287316048,0.0,77.0,305.0
NGF,76,76,0.0,0.0,0.0,NGF,NAGARNABI,Jharkhand,Pakur,20.0,353.0,67512.0,13411.0,18.59,3631.6299085529854,0.0,65.0,180.0
NGG,79,79,0.0,0.0,0.0,NGG,NAGINA,Uttar Pradesh,Bijnor,9.0,134.0,925312.0,154200.0,108.107,8559.223732043254,0.0,7.0,35.0
NGI,123,123,0.0,0.0,0.0,NGI,NAGARI,Maharashtra,Chandrapur,27.0,509.0,775378.0,180458.0,290.6,2668.196834136269,0.0,5.0,102.0
NGL,57,57,0.0,0.0,0.0,NGL,NANGAL,Uttar Pradesh,Saharanpur,9.0,132.0,1066526.0,189458.0,106.33,10030.33950907552,0.0,9.0,9.0
NGLT,28,28,0.0,0.0,0.0,NGLT,NAGLATULA,Rajasthan,Bharatpur,8.0,105.0,495099.0,86725.0,151.66,3264.5325069233813,0.0,16.0,60.0
NGM,41,41,0.0,0.0,0.0,NGM,NAGASAMUDRAM,Andhra Pradesh,Anantapur,28.0,553.0,1139554.0,266213.0,376.94,3023.1707964132224,0.0,0.0,100.0
NGMP,116,116,0.0,0.0,0.0,NGMP,NEW GARH MADHOPUR,Odisha,Jajapur,21.0,382.0,135069.0,29204.0,91.92000000000002,1469.419060052219,0.0,30.0,55.0
NGN,181,181,0.0,0.0,0.0,NGN,NANDGAON,Maharashtra,Nashik,27.0,516.0,2597373.0,545577.0,647.2099999999999,4013.184283308354,0.0,2.0,11.0
NGNT,9,9,0.0,0.0,0.0,NGNT,NEW GUNTUR,Andhra Pradesh,Guntur,28.0,548.0,1652738.0,419145.0,315.49,5238.638308662715,0.0,0.0,0.0
NGO,33,33,0.0,0.0,0.0,NGO,NAGAUR,Rajasthan,Nagaur,8.0,112.0,637204.0,102073.0,414.63,1536.8014856619154,0.0,20.0,90.0
NGON,3,3,0.0,0.0,0.0,NGON,NAUGAON,Madhya Pradesh,Gwalior,23.0,421.0,1273792.0,239351.0,302.87,4205.738435632449,0.0,30.0,0.0
NGP,231,231,27.0,28.0,55.0,NGP,NAGPUR,Maharashtra,Nagpur,27.0,505.0,3178759.0,701547.0,482.95,6581.962936121752,0.0,8.0,8.0
NGR,40,40,0.0,0.0,0.0,NGR,ANNIGERI,Karnataka,Dharwad,29.0,562.0,1049539.0,222026.0,301.09,3485.798266299113,0.0,0.0,0.0
NGRD,113,113,0.0,0.0,0.0,NGRD,NILGIRI ROAD,Odisha,Baleshwar,21.0,377.0,253293.0,55567.0,111.854,2264.4965758935755,0.0,0.0,50.0
NGRS,14,14,0.0,0.0,0.0,NGRS,NAGROTA SURIYAM,Himachal Pradesh,Kangra,2.0,24.0,86281.0,20508.0,47.71000000000001,1808.4468664850133,2.0,24.0,120.0
NGRT,12,12,0.0,0.0,0.0,NGRT,NAGROTA,Himachal Pradesh,Kangra,2.0,24.0,86281.0,20508.0,47.71000000000001,1808.4468664850133,2.0,24.0,120.0
NGS,61,61,0.0,0.0,0.0,NGS,NAGANSUR,Maharashtra,Solapur,27.0,526.0,1399091.0,279607.0,363.09,3853.289817951472,0.0,35.0,38.0
NGT,12,12,0.0,0.0,0.0,NGT,NAGAPPATTINAM,Tamil Nadu,Nagappattinam,,,,,,,,,
NGTG,1,1,0.0,0.0,0.0,NGTG,New Gitaldaha,West Bengal,Koch Bihar,19.0,329.0,289434.0,69693.0,69.23,4180.759786219846,0.0,4.0,35.0
NGTN,52,52,0.0,0.0,0.0,NGTN,NAGOTHANE,Maharashtra,Raigarh,27.0,520.0,970195.0,230586.0,266.49999999999994,3640.506566604128,0.0,2.0,3.0
NGV,6,6,0.0,0.0,0.0,NGV,NAGLAVI,Karnataka,Dharwad,29.0,562.0,1049539.0,222026.0,301.09,3485.798266299113,0.0,0.0,0.0
NGW,14,14,0.0,0.0,0.0,NGW,Nauganwan,Madhya Pradesh,Ujjain,23.0,435.0,779213.0,152488.0,194.21,4012.218732300088,0.0,0.0,0.0
NGWN,6,6,0.0,0.0,0.0,NGWN,NOGANWAN,Punjab,Fatehgarh Sahib,3.0,40.0,185482.0,39103.0,77.67,2388.0777649027937,0.0,7.0,31.0
NGX,2,2,0.0,0.0,0.0,,,,,,,,,,,,,
NGY,22,22,0.0,0.0,0.0,NGY,NATH GANJ,Bihar,Gaya,10.0,236.0,581601.0,89642.0,85.26,6821.498944405348,0.0,3.0,115.0
NGZ,89,89,0.0,0.0,0.0,NGZ,S K NAGJIHARI,Maharashtra,Buldana,27.0,500.0,548860.0,110220.0,120.76,4545.048029148725,0.0,25.0,90.0
NH,74,74,0.0,0.0,0.0,NH,NAIHATI JN,West Bengal,North 24 Parganas,,,,,,,,,
NHB,34,34,0.0,0.0,0.0,NHB,NOH BACHHAMDI,Rajasthan,Bharatpur,8.0,105.0,495099.0,86725.0,151.66,3264.5325069233813,0.0,16.0,60.0
NHF,12,12,0.0,0.0,0.0,NHF,Nihasta Halt,Uttar Pradesh,Rae Bareli,9.0,158.0,307995.0,53931.0,76.49,4026.604784939208,0.0,30.0,70.0
NHGJ,1,1,0.0,0.0,0.0,,,,,,,,,,,,,
