station_code,total_schedule_rows,unique_trains_serving_station,outbound_routes,inbound_routes,route_connectivity,code,name,State,District,pc11_state_id,pc11_district_id,shrug_population,shrug_households,shrug_area,shrug_population_density,shrug_rail_dist,shrug_city_dist,shrug_city5_dist,population_density,schedule_index,train_index,route_connectivity_index,population_index,density_index,supply_index,demand_index,RAS
ABY,140,140,0.0,0.0,0.0,ABY,AMBIVLI,Maharashtra,Thane,27.0,517.0,8514678.0,1987566.0,1098.21,7753.232988226296,0.0,1.0,2.0,7753.232988226296,0.44694533762057875,0.468013468013468,0.0,0.9098652501091525,0.29105521309566124,0.36598352225361874,0.6004602316024069,0.37869096964347554
ABZ,8,8,0.0,0.0,0.0,ABZ,Adgaon Buzurg,Maharashtra,Akola,27.0,501.0,719741.0,145530.0,83.96000000000001,8572.427346355407,0.0,4.0,52.0,8572.427346355407,0.022508038585209004,0.02356902356902357,0.0,0.07571109674768212,0.32194767894449544,0.01843082486169303,0.19882938784608878,0.08483295046057403
ACAB,48,48,0.0,0.0,0.0,ACAB,A-CABIN BONDAMUNDA,Odisha,Sundargarh,21.0,374.0,738097.0,166612.0,2753.439,268.0636832702668,0.0,0.0,110.0,268.0636832702668,0.15112540192926044,0.15824915824915825,0.0,0.07767541456565846,0.008783570436652807,0.12374982407136748,0.04322949250115563,0.7411086990383026
ACG,89,89,0.0,0.0,0.0,ACG,ACHEGAON,Maharashtra,Jalgaon,27.0,499.0,1342711.0,279073.0,347.8500000000001,3860.028748023573,0.0,3.0,90.0,3860.0287480235725,0.2829581993569132,0.2962962962962963,0.0,0.14237655060825793,0.1442394082265027,0.2317017982612838,0.14330797941738033,0.6178553521871712
ACH,8,8,0.0,0.0,0.0,ACH,Achalganj,Uttar Pradesh,Unnao,9.0,156.0,531646.0,97427.0,88.80999999999999,5986.33036820178,0.0,1.0,2.0,5986.3303682017795,0.022508038585209004,0.02356902356902357,0.0,0.05558261777773973,0.22442392064879577,0.01843082486169303,0.14000326921326775,0.116331178395054
ACK,67,67,0.0,0.0,0.0,ACK,ACHARAPAKKAM,Tamil Nadu,Kancheepuram,33.0,604.0,2538336.0,644880.0,664.593,3819.384194537108,0.0,0.0,3.0,3819.3841945371078,0.21221864951768488,0.2222222222222222,0.0,0.2703231343475246,0.14270667003310336,0.17377634869596287,0.206514902190314,0.45695594703000236
ACL,189,189,0.0,0.0,0.0,ACL,ANCHELI,Gujarat,Navsari,24.0,490.0,409137.0,91834.0,72.75,5623.876288659794,0.0,2.0,29.0,5623.876288659794,0.6045016077170418,0.632996632996633,0.0,0.042472647655574486,0.2107554912182104,0.4949992962854699,0.12661406943689246,0.7963137917896003
ACLE,34,34,0.0,0.0,0.0,ACLE,AZIMGANJ CITY,West Bengal,Murshidabad,19.0,333.0,1400692.0,284559.0,264.28000000000003,5300.030270924776,0.0,0.0,3.0,5300.030270924776,0.10610932475884244,0.1111111111111111,0.0,0.14858123089830408,0.19854300227235366,0.08688817434798143,0.17356211658532888,0.3336075150333759
ACN,2,2,0.0,0.0,0.0,ACN,ADHICHCHANUR,Tamil Nadu,Tiruvannamalai,33.0,606.0,494945.0,116147.0,174.32,2839.2898118402936,0.0,0.0,81.0,2839.2898118402936,0.003215434083601286,0.003367003367003367,0.0,0.05165515927711049,0.10574653725674503,0.0026329749802418614,0.07870084826692776,0.032372448203257034
ACND,58,58,0.0,0.0,0.0,ACND,ACHARYA NARENDRA DEV NAGAR,Uttar Pradesh,Faizabad,9.0,177.0,340253.0,57664.0,74.77,4550.662030226027,0.0,0.0,90.0,4550.662030226027,0.1832797427652733,0.1919191919191919,0.0,0.03510121223535858,0.1702837344267388,0.1500795738737861,0.1026924733310487,0.5937348513547012
ACU,43,43,0.0,0.0,0.0,ACU,ACHUARA HALT,Bihar,Patna,10.0,230.0,2514590.0,429424.0,269.77000000000004,9321.236608963189,0.0,5.0,6.0,9321.236608963189,0.13504823151125403,0.1414141414141414,0.0,0.26778202022104464,0.35018586728508916,0.11058494917015818,0.3089839437530669,0.2635680362280661
AD,57,57,0.0,0.0,0.0,AD,ADONI,Andhra Pradesh,Kurnool,28.0,552.0,836451.0,181008.0,347.39,2407.8154235873226,0.0,0.0,208.0,2407.8154235873226,0.18006430868167203,0.18855218855218855,0.0,0.08820050252977082,0.08947529750578627,0.14744659889354425,0.08883790001777855,0.6240214638408452
ADB,14,14,4.0,4.0,8.0,ADB,ADILABAD,Andhra Pradesh,Adilabad,28.0,532.0,760259.0,176839.0,353.70000000000005,2149.445858071812,0.0,0.0,130.0,2149.445858071812,0.04180064308681672,0.04377104377104377,0.030418250950570342,0.08004702120555779,0.07973197725478416,0.040312324933258266,0.07988949923017097,0.3353719896833569
ADD,178,178,0.0,0.0,0.0,ADD,ADAS ROAD,Gujarat,Anand,24.0,482.0,634987.0,129947.0,299.98999999999995,2116.693889796327,0.0,3.0,25.0,2116.693889796327,0.5691318327974276,0.5959595959595959,0.0,0.0666413760925956,0.07849687467944018,0.4660365715028094,0.0725691253860179,0.8652648388139927
ADE,21,21,0.0,0.0,0.0,ADE,ADARI ROAD,Gujarat,Junagadh,24.0,479.0,906412.0,179624.0,464.8200000000001,1950.027967815498,0.0,5.0,102.0,1950.027967815498,0.06430868167202572,0.06734006734006734,0.0,0.09568719019938532,0.07221177120934799,0.05265949960483723,0.08394948070436666,0.3854761194003975
ADF,75,75,0.0,0.0,0.0,ADF,ADINA,West Bengal,Maldah,19.0,332.0,541660.0,112784.0,86.09,6291.787664072482,0.0,2.0,19.0,6291.787664072482,0.2379421221864952,0.24915824915824916,0.0,0.056654238971312144,0.23594295637862397,0.19484014853789777,0.14629859767496806,0.571146346467253
ADH,106,106,0.0,0.0,0.0,ADH,ANDHERI,Maharashtra,Mumbai Suburban,27.0,518.0,9356962.0,2105604.0,603.0,15517.34991708126,0.0,35.0,35.0,15517.349917081261,0.33762057877813506,0.35353535353535354,0.0,1.0,0.5838461908299158,0.27646237292539544,0.7919230954149579,0.25876650433560877
ADHL,52,52,0.0,0.0,0.0,ADHL,ADIHALLI,Karnataka,Hassan,29.0,574.0,376763.0,91819.0,81.2227,4638.641660521012,0.0,0.0,78.0,4638.6416605210115,0.1639871382636656,0.1717171717171717,0.0,0.039008231386280165,0.1736015157289539,0.13428172399233493,0.10630487355761703,0.5581429944968344
ADI,238,238,55.0,57.0,112.0,ADI,AHMEDABAD JN,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0,6900.780020448254,0.7620578778135049,0.797979797979798,0.42585551330798477,0.6415192750558604,0.25890853882538994,0.7091861729789183,0.45021390694062513,0.611683736495975
ADIJ,2,2,1.0,0.0,1.0,ADIJ,AHMEDABAD JN,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0,6900.780020448254,0.003215434083601286,0.003367003367003367,0.0038022813688212928,0.6415192750558604,0.25890853882538994,0.00339343125400612,0.45021390694062513,0.007480988441483471
ADL,182,182,0.0,0.0,0.0,ADL,ANDUL,West Bengal,Haora,19.0,341.0,3074144.0,669902.0,431.5093,7124.1662694176,0.0,1.0,3.0,7124.1662694176,0.5819935691318328,0.6094276094276094,0.0,0.32766118192947463,0.2673326105965203,0.4765684714237769,0.29749689626299747,0.6156695433203005
ADR,14,14,0.0,0.0,0.0,ADR,Mandi Adampur,Haryana,Hisar,6.0,80.0,553488.0,109957.0,147.47,3753.2243846206006,0.0,5.0,135.0,3753.2243846206006,0.04180064308681672,0.04377104377104377,0.0,0.05791998048095609,0.1402117313801092,0.0342286747431442,0.09906585593053265,0.2567897915252101
ADRA,63,63,4.0,4.0,8.0,ADRA,ADRA JN,West Bengal,Puruliya,19.0,340.0,373314.0,71988.0,147.67,2528.0287126701432,0.5,0.5,45.0,2528.0287126701432,0.19935691318327975,0.20875420875420875,0.030418250950570342,0.038639145956219124,0.09400863552345579,0.16932809896510947,0.06632389073983745,0.7185515351562289
ADRE,8,8,0.0,0.0,0.0,ADRE,ADRA EAST CABIN,West Bengal,Puruliya,19.0,340.0,373314.0,71988.0,147.67,2528.0287126701432,0.5,0.5,45.0,2528.0287126701432,0.022508038585209004,0.02356902356902357,0.0,0.038639145956219124,0.09400863552345579,0.01843082486169303,0.06632389073983745,0.2174607599221324
ADSR,26,26,0.0,0.0,0.0,ADSR,ADSR,Bihar,Rohtas,10.0,234.0,427765.0,69951.0,86.48,4946.403792784458,0.0,55.0,120.0,4946.403792784458,0.08038585209003216,0.08417508417508418,0.0,0.044466072819731355,0.18520746865839835,0.06582437450604654,0.11483677073906486,0.36435269142537285
ADST,80,80,0.0,0.0,0.0,ADST,ADI SAPTAGRAM,West Bengal,Hugli,19.0,338.0,2128499.0,505943.0,342.12,6221.498304688414,0.0,0.0,4.0,6221.498304688414,0.2540192926045016,0.265993265993266,0.0,0.2264655334777286,0.23329228915568576,0.20800502343910707,0.22987891131670718,0.47502318977539326
ADT,28,28,0.0,0.0,0.0,ADT,ADUTURAI,Tamil Nadu,Thanjavur,33.0,620.0,851359.0,214161.0,366.46,2323.197620476996,0.0,0.0,32.0,2323.1976204769962,0.08681672025723473,0.09090909090909091,0.0,0.08979584192998827,0.08628429336025097,0.07109032446653027,0.08804006764511962,0.446742595950191
ADTL,113,113,0.0,0.0,0.0,ADTL,ADHARTAL,Madhya Pradesh,Jabalpur,23.0,451.0,1440034.0,301662.0,346.59000000000003,4154.863094722871,0.0,51.0,0.0,4154.863094722871,0.36012861736334406,0.3771043771043771,0.0,0.15279130888886985,0.1553578441582061,0.2948931977870885,0.15407457652353798,0.656824865080542
ADVI,50,50,0.0,0.0,0.0,ADVI,ADAVALI,Maharashtra,Ratnagiri,27.0,528.0,263723.0,61797.0,118.17000000000002,2231.7254802403318,0.0,95.0,95.0,2231.7254802403313,0.15755627009646303,0.16498316498316498,0.0,0.02691156075302417,0.08283480675143867,0.12901577403185122,0.05487318375223142,0.7015960913941227
ADX,4,4,0.0,0.0,0.0,ADX,ADAPUR,Bihar,Purba Champaran,10.0,204.0,401343.0,71844.0,123.75,3243.1757575757574,0.0,0.0,120.0,3243.1757575757574,0.00964630225080386,0.010101010101010102,0.0,0.041638593772740116,0.12097739506435026,0.007898924940725586,0.08130799441854519,0.08854610155198342
AE,6,6,0.0,0.0,0.0,AE,Amreli,Gujarat,Amreli,24.0,480.0,386635.0,75796.0,312.79999999999995,1236.0453964194376,0.0,64.0,79.0,1236.0453964194376,0.01607717041800643,0.016835016835016835,0.0,0.04006465683294952,0.04528692488363718,0.013164874901209307,0.042675790858293344,0.23575784282208315
AED,28,28,0.0,0.0,0.0,AED,AULENDA,Uttar Pradesh,Agra,9.0,146.0,2024195.0,338775.0,247.96,8163.3932892402,0.0,1.0,1.0,8163.3932892402,0.08681672025723473,0.09090909090909091,0.0,0.21530372231591743,0.30652268179326986,0.07109032446653027,0.2609132020545937,0.21412520888390954
AEH,155,155,0.0,0.0,0.0,AEH,ANANT PAITH,Madhya Pradesh,Gwalior,23.0,421.0,1273792.0,239351.0,302.87,4205.738435632449,0.0,30.0,0.0,4205.738435632449,0.49517684887459806,0.5185185185185185,0.0,0.13500136975746732,0.15727639342066238,0.4054781469572466,0.14613888158906485,0.7350718450911715
AEJ,8,8,0.0,0.0,0.0,AEJ,ARNEJ,Gujarat,Ahmadabad,24.0,474.0,6007060.0,1269632.0,870.4899999999999,6900.780020448254,0.0,7.0,7.0,6900.780020448254,0.022508038585209004,0.02356902356902357,0.0,0.6415192750558604,0.25890853882538994,0.01843082486169303,0.45021390694062513,0.03932792499514846
AEL,10,8,0.0,0.0,0.0,AEL,Ateli,Haryana,Mahendragarh,6.0,84.0,132855.0,24590.0,32.98,4028.350515463918,0.0,33.0,42.0,4028.350515463918,0.028938906752411574,0.02356902356902357,0.0,0.0129070747973187,0.15058695493585972,0.02100317212857406,0.08174701486658921,0.20441006233460904
AEP,6,6,0.0,0.0,0.0,AEP,Amreli Para,Gujarat,Amreli,24.0,480.0,386635.0,75796.0,312.79999999999995,1236.0453964194376,0.0,64.0,79.0,1236.0453964194376,0.01607717041800643,0.016835016835016835,0.0,0.04006465683294952,0.04528692488363718,0.013164874901209307,0.042675790858293344,0.23575784282208315
AF,63,63,6.0,6.0,12.0,AF,AGRA FORT,Uttar Pradesh,Agra,9.0,146.0,2024195.0,338775.0,247.96,8163.3932892402,0.0,1.0,1.0,8163.3932892402,0.19935691318327975,0.20875420875420875,0.045627376425855515,0.21530372231591743,0.30652268179326986,0.17236992406016652,0.2609132020545937,0.3978228407041919
AFK,162,162,0.0,0.0,0.0,AFK,ANGAMALI,Kerala,Ernakulam,32.0,595.0,2234363.0,554096.0,925.26,2414.848799256425,0.0,0.0,0.0,2414.848799256425,0.5176848874598071,0.5420875420875421,0.0,0.2377942838308692,0.08974053165382899,0.4239089718189397,0.1637674077423491,0.72133062781151
AFR,26,26,0.0,0.0,0.0,AFR,ASAFPUR,Uttar Pradesh,Budaun,9.0,149.0,644595.0,110285.0,182.872,3524.842512795835,0.0,0.0,46.0,3524.842512795835,0.08038585209003216,0.08417508417508418,0.0,0.06766955029150151,0.13159927072797242,0.06582437450604654,0.09963441050973697,0.3978294322647625
AG,13,13,0.0,0.0,0.0,AG,Aranghata,West Bengal,Nadia,19.0,336.0,1438873.0,348972.0,314.66,4572.786499713977,0.0,1.0,5.0,4572.786499713977,0.03858520900321544,0.04040404040404041,0.0,0.152667067606092,0.1711180656343426,0.03159569976290234,0.16189256662021728,0.1632951721234649
AGA,13,13,0.0,0.0,0.0,AGA,AGRA CITY,Uttar Pradesh,Agra,9.0,146.0,2024195.0,338775.0,247.96,8163.3932892402,0.0,1.0,1.0,8163.3932892402,0.03858520900321544,0.04040404040404041,0.0,0.21530372231591743,0.30652268179326986,0.03159569976290234,0.2609132020545937,0.10801619905098045
AGAE,24,24,0.0,0.0,0.0,AGAE,AGRADWIP,West Bengal,Barddhaman,19.0,335.0,3074424.0,658449.0,922.59,3332.3838324716285,0.0,0.0,7.0,3332.3838324716285,0.07395498392282958,0.07744107744107744,0.0,0.3276911453740722,0.12434150198209663,0.06055842454556281,0.2260163236780844,0.2113180764213814
AGB,6,6,0.0,0.0,0.0,AGB,AMBAGAON,Odisha,Koraput,21.0,398.0,226169.0,54894.0,1431.12,158.03636312817935,3.0,60.0,80.0,158.03636312817935,0.01607717041800643,0.016835016835016835,0.0,0.022892820758674416,0.004634353347693712,0.013164874901209307,0.013763587053184064,0.48888328354978555
AGC,170,170,8.0,8.0,16.0,AGC,AGRA CANTT,Uttar Pradesh,Agra,9.0,146.0,2024195.0,338775.0,247.96,8163.3932892402,0.0,1.0,1.0,8163.3932892402,0.5434083601286174,0.569023569023569,0.060836501901140684,0.21530372231591743,0.30652268179326986,0.4571400720411027,0.2609132020545937,0.6366380998914277
AGCI,4,4,0.0,0.0,0.0,AGCI,Angadi,Gujarat,Kheda,24.0,483.0,523609.0,107165.0,214.38,2442.433995708555,0.0,12.0,29.0,2442.433995708555,0.00964630225080386,0.010101010101010102,0.0,0.05472255990548674,0.09078079118549497,0.007898924940725586,0.07275167554549085,0.09794006359661947
AGD,190,190,0.0,0.0,0.0,AGD,AGASOD,Madhya Pradesh,Sagar,23.0,427.0,708796.0,138413.0,197.77,3583.940941497699,0.0,0.0,150.0,3583.940941497699,0.6077170418006431,0.6363636363636364,0.0,0.0745398471008227,0.1338279191216963,0.49763227126571186,0.1041838831112595,0.8268842031681327
AGDL,8,8,0.0,0.0,0.0,AGDL,AGRAN DHULGAON,Maharashtra,Sangli,27.0,531.0,719357.0,155950.0,354.28,2030.4758947724963,0.0,4.0,4.0,2030.4758947724965,0.022508038585209004,0.02356902356902357,0.0,0.07567000402366256,0.07524552603378844,0.01843082486169303,0.0754577650287255,0.19630526865090261
AGE,4,4,0.0,0.0,0.0,AGE,Angai,Rajasthan,Dhaulpur,8.0,106.0,247450.0,41574.0,68.3,3622.98682284041,0.0,25.0,38.0,3622.9868228404102,0.00964630225080386,0.010101010101010102,0.0,0.025170149560393464,0.13530037012669605,0.007898924940725586,0.08023525984354475,0.08962384981559776
AGI,38,34,0.0,0.0,0.0,AGI,AMGURI,Assam,Sivasagar,18.0,311.0,110096.0,26231.0,42.93,2564.546936873981,0.0,30.0,342.0,2564.546936873981,0.1189710610932476,0.1111111111111111,0.0,0.010471581813045227,0.09538576658262664,0.09203286888174349,0.05292867419783593,0.6348778229493617
AGL,53,53,0.0,0.0,0.0,AGL,AMARGOL,Karnataka,Dharwad,29.0,562.0,1049539.0,222026.0,301.09,3485.798266299113,0.0,0.0,0.0,3485.7982662991135,0.16720257234726688,0.1750841750841751,0.0,0.1110035399669546,0.13012688137430536,0.1369146989725768,0.12056521067062997,0.5317490563139519
AGM,2,2,0.0,0.0,0.0,AGM,AGARAM SIBBANDI,Tamil Nadu,Tiruvannamalai,33.0,606.0,494945.0,116147.0,174.32,2839.2898118402936,0.0,0.0,81.0,2839.2898118402936,0.003215434083601286,0.003367003367003367,0.0,0.05165515927711049,0.10574653725674503,0.0026329749802418614,0.07870084826692776,0.032372448203257034
AGN,85,85,0.0,0.0,0.0,AGN,AMGAON,Maharashtra,Gondiya,27.0,507.0,225930.0,48529.0,94.16,2399.426508071368,0.0,2.0,113.0,2399.426508071368,0.27009646302250806,0.2828282828282828,0.0,0.02286724481846433,0.08915894488016854,0.22116989834031636,0.056013094849316436,0.7979201602350997
